WAST,BP,DP,Dta,Dts,Dtx,EV,EV10,QFE,QFF,QNH,RF,RF10,RH,S,SR,Ss,Sx,T,Wd,Ws
4/27/2022 11:20,1000.5,12.2,217,25,218,2258.76,0.08,1000.6,1004.1,1004.2,46.25,0,61.76,1.7,10.1,0.6,3.3,19.77,189,1.44
4/27/2022 11:30,1000.5,12,219,24,185,2258.84,0.08,1000.6,1004.1,1004.2,46.25,0,58.93,1.4,8.7,0.7,3.1,20.34,221,1.55
4/27/2022 11:40,1000.6,11.5,234,34,266,2258.94,0.1,1000.7,1004.2,1004.3,46.25,0,60.2,2.2,8.1,0.7,5.3,19.39,297,3.66
4/27/2022 11:50,1000.6,11.3,234,32,285,2259.02,0.08,1000.7,1004.2,1004.3,46.25,0,63.97,2.1,8.4,1.1,5.3,18.25,185,1.78
4/27/2022 12:00,1000.5,12.8,248,24,291,2259.08,0.06,1000.6,1004.1,1004.2,46.25,0,67.05,1.4,9.8,0.8,4,19.09,268,1.55
4/27/2022 12:10,1000.6,13.1,247,26,236,2259.14,0.06,1000.7,1004.2,1004.3,46.25,0,66.83,1.4,9.9,0.8,3.4,19.43,216,1.67
4/27/2022 12:20,1000.6,11.8,253,28,250,2259.23,0.09,1000.7,1004.2,1004.3,46.25,0,60.14,1.8,8.5,0.7,3.6,19.75,274,3
4/27/2022 12:30,1000.6,12.6,244,36,262,2259.32,0.09,1000.7,1004.2,1004.3,46.25,0,59.61,1.9,8.1,0.9,4.3,20.74,231,1.78
4/27/2022 12:40,1000.5,11.4,243,32,282,2259.42,0.1,1000.6,1004.1,1004.2,46.25,0,56.45,1.9,6.7,0.9,4.7,20.34,232,1.22
4/27/2022 12:50,1000.6,12.1,257,27,273,2259.52,0.1,1000.7,1004.2,1004.3,46.25,0,57.1,2,6.1,0.9,4.6,20.86,245,2
4/27/2022 13:00,1000.7,12,239,36,266,2259.63,0.11,1000.8,1004.3,1004.4,46.25,0,58.83,2.3,3.2,0.8,5.6,20.34,293,2.33
4/27/2022 13:10,1000.8,13,261,29,309,2259.72,0.09,1000.9,1004.4,1004.5,46.25,0,67.81,3.1,4.1,1.2,6,19.13,275,4.22
4/27/2022 13:20,1001,13.7,269,29,270,2259.78,0.06,1001.1,1004.6,1004.7,46.5,0.25,76.36,2.9,5,1.3,7.4,17.92,276,0.89
4/27/2022 13:30,1001.1,14.3,284,21,261,2259.8,0.02,1001.2,1004.7,1004.8,46.5,0,80.73,0.4,6.3,0.3,1.8,17.66,243,0.56
4/27/2022 13:40,1001.1,15.2,213,28,171,2259.83,0.03,1001.2,1004.7,1004.8,46.5,0,84.35,1.9,7.2,0.8,3.9,17.92,222,0.78
4/27/2022 13:50,1001.2,14.6,207,25,210,2259.87,0.04,1001.3,1004.8,1004.9,46.5,0,80.29,1.8,7,0.8,3,18.05,202,2.22
4/27/2022 14:00,1001.2,14.1,208,17,210,2259.9,0.03,1001.3,1004.8,1004.9,46.5,0,79.93,1.3,7,0.4,2.1,17.6,228,1
4/27/2022 14:10,1001.1,14.7,207,10,196,2259.92,0.02,1001.2,1004.7,1004.8,46.5,0,80.36,0.9,7.8,0.3,2,18.12,261,0.67
4/27/2022 14:20,1001.1,13.9,222,31,207,2259.95,0.03,1001.2,1004.7,1004.8,46.5,0,76.28,1,7.8,0.4,3.1,18.15,156,1.44
4/27/2022 14:30,1001.2,13.9,197,22,206,2260.01,0.06,1001.3,1004.8,1004.9,46.5,0,72.96,1.9,7.8,0.7,3.1,18.85,165,1.44
4/27/2022 14:40,1001.3,13.6,206,27,188,2260.07,0.06,1001.4,1004.9,1005,46.5,0,67.62,1.2,7.5,0.4,2.2,19.72,206,0.89
4/27/2022 14:50,1001.3,13.8,216,31,193,2260.12,0.05,1001.4,1004.9,1005,46.5,0,69.44,1.3,6.6,0.3,2.2,19.49,204,0.89
4/27/2022 15:00,1001.3,13.2,222,31,231,2260.19,0.07,1001.4,1004.9,1005,46.5,0,65.86,1.6,4.7,0.8,3.3,19.78,217,1.78
4/27/2022 15:10,1001.4,12.6,221,33,198,2260.28,0.09,1001.5,1005,1005.1,46.5,0,62.33,2,4.3,0.8,3.7,20.07,199,2.33
4/27/2022 15:20,1001.5,12.2,240,30,279,2260.35,0.07,1001.6,1005.1,1005.2,46.5,0,63.42,1.4,4.1,0.4,2.9,19.36,270,2.78
4/27/2022 15:30,1001.6,12.5,243,28,184,2260.42,0.07,1001.7,1005.2,1005.3,46.5,0,64.33,1.6,4.3,0.4,3.1,19.42,251,1.55
4/27/2022 15:40,1001.6,13,244,28,283,2260.5,0.08,1001.7,1005.2,1005.3,46.5,0,63.83,1.7,3.5,0.8,4.2,20.04,265,2.33
4/27/2022 15:50,1002.2,13.4,237,36,268,2260.57,0.07,1002.3,1005.8,1005.9,47.75,1.25,72.98,2.7,3.7,1.2,8,18.35,221,3.55
4/27/2022 16:00,1002.1,14.5,229,38,256,2260.6,0.03,1002.2,1005.7,1005.8,48.25,0.5,82.82,2.4,5.3,0.9,5.7,17.43,278,2.66
4/27/2022 16:10,1002.2,14.9,218,32,187,2260.62,0.02,1002.3,1005.8,1005.9,48.25,0,85.61,1.7,6.3,0.7,3.3,17.36,192,2
4/27/2022 16:20,1002.3,14.6,212,23,210,2260.64,0.02,1002.4,1005.9,1006,48.25,0,86.17,1.7,6.3,0.4,3,16.92,217,0.89
4/27/2022 16:30,1002.3,14.3,208,17,205,2260.65,0.01,1002.4,1005.9,1006,48.25,0,86.78,0.8,6.3,0.4,1.9,16.49,188,0.67
4/27/2022 16:40,1002.8,14.5,219,22,263,2260.66,0.01,1002.9,1006.4,1006.5,48.5,0.25,88.03,0.9,6.4,0.4,2.7,16.53,268,1.11
4/27/2022 16:50,1002.7,14.2,224,40,238,2260.67,0.01,1002.8,1006.3,1006.4,49.5,1,88.54,1.2,6.6,0.6,3,16.07,261,0.44
4/27/2022 17:00,1002.8,14,221,19,223,2260.68,0.01,1002.9,1006.4,1006.5,49.5,0,88.9,0.7,6.6,0.4,2.1,15.8,210,0.44
4/27/2022 17:10,1002.7,14.3,229,10,193,2260.68,0,1002.8,1006.3,1006.4,49.5,0,89.72,0.4,6.7,0,1.1,16.03,216,0.67
4/27/2022 17:20,1002.8,13.8,226,14,180,2260.68,0,1002.9,1006.5,1006.5,49.5,0,89.64,0.3,6.7,0.3,1,15.51,251,0.44
4/27/2022 17:30,1002.8,13.7,235,8,216,2260.68,0,1002.9,1006.5,1006.5,49.5,0,90.03,0.6,7,0,1,15.28,215,0.78
4/27/2022 17:40,1002.8,13.6,214,3,205,2260.68,0,1002.9,1006.5,1006.5,49.5,0,90.42,0.4,7,0.3,1.3,15.15,211,0.67
4/27/2022 17:50,1002.9,13.5,217,10,186,2260.68,0,1003,1006.6,1006.6,49.5,0,90.72,0.7,7,0.3,1.8,15.05,222,0.44
4/27/2022 18:00,1003.1,13.5,212,13,194,2260.68,0,1003.2,1006.8,1006.8,49.5,0,91.06,1.2,6.9,0.6,3.6,14.92,195,1.55
4/27/2022 18:10,1003.1,13.1,199,9,206,2260.68,0,1003.2,1006.8,1006.8,49.5,0,91.16,1.2,6.9,0.4,2,14.57,184,0.89
4/27/2022 18:20,1003.3,13.1,207,12,202,2260.68,0,1003.4,1007,1007,49.5,0,91.2,0.9,6.7,0.3,1.8,14.5,222,0.89
4/27/2022 18:30,1003.3,12.9,197,12,225,2260.68,0,1003.4,1007,1007,49.5,0,91.41,0.9,6.9,0.3,1.9,14.28,192,1.22
4/27/2022 18:40,1003.5,12.8,197,8,201,2260.68,0,1003.6,1007.2,1007.2,49.5,0,91.62,0.8,6.7,0.3,1.7,14.18,206,0.78
4/27/2022 18:50,1003.6,12.6,207,1,207,2260.68,0,1003.7,1007.3,1007.3,49.5,0,91.78,0.3,6.6,0.3,1,13.94,204,0.22
4/27/2022 19:00,1003.7,13.1,206,1,205,2260.68,0,1003.8,1007.4,1007.4,49.5,0,92.23,0,6.6,0,0.4,14.31,203,0.11
4/27/2022 19:10,1003.8,12.7,205,1,201,2260.68,0,1003.9,1007.5,1007.5,49.5,0,91.98,0.3,6.4,0,0.8,13.98,200,0.78
4/27/2022 19:20,1003.9,12.8,185,14,182,2260.68,0,1004,1007.6,1007.6,49.5,0,92.47,0.6,6.6,0.3,1.3,14.01,158,0.44
4/27/2022 19:30,1004,13.1,154,4,153,2260.68,0,1004.1,1007.7,1007.7,49.5,0,92.4,0.6,6.6,0.3,1.3,14.3,142,0.67
4/27/2022 19:40,1004.2,13.4,145,6,143,2260.68,0,1004.3,1007.9,1007.9,49.5,0,92.71,0.8,6.6,0.3,1.8,14.57,140,1.33
4/27/2022 19:50,1004.2,13.4,138,8,131,2260.68,0,1004.3,1007.9,1007.9,49.75,0.25,92.66,1,6.4,0,1.8,14.53,135,0.67
4/27/2022 20:00,1004.4,13.5,133,3,131,2260.68,0,1004.5,1008.1,1008.1,49.75,0,92.26,0.7,6.4,0.3,1.4,14.7,134,0.33
4/27/2022 20:10,1004.5,13.5,142,12,147,2260.68,0,1004.6,1008.2,1008.2,49.75,0,92.53,0.4,6.4,0.4,1.3,14.74,163,0.67
4/27/2022 20:20,1004.7,13.3,162,1,164,2260.68,0,1004.8,1008.4,1008.4,49.75,0,92.64,0.1,6.3,0,0.8,14.5,161,0
4/27/2022 20:30,1004.7,13.3,161,1,157,2260.68,0,1004.8,1008.4,1008.4,49.75,0,92.6,0,6.3,0,0,14.53,155,0
4/27/2022 20:40,1004.8,13.7,154,2,150,2260.68,0,1004.9,1008.5,1008.5,49.75,0,92.69,0,6,0,0.6,14.88,149,0.22
4/27/2022 20:50,1005,13.5,145,1,145,2260.68,0,1005.1,1008.7,1008.7,49.75,0,92.73,0.3,6,0.3,0.9,14.67,144,0.22
4/27/2022 21:00,1005.2,13.4,122,33,40,2260.68,0,1005.3,1008.9,1008.9,49.75,0,92.9,0.4,5.8,0,1.1,14.57,81,0.44
4/27/2022 21:10,1005.2,13.6,72,14,40,2260.68,0,1005.3,1008.9,1008.9,49.75,0,93.19,0.6,5.8,0,0.9,14.72,38,0.78
4/27/2022 21:20,1005.3,13.4,38,14,8,2260.68,0,1005.4,1009,1009,49.75,0,92.86,0.6,5.8,0.3,1.3,14.53,5,0.78
4/27/2022 21:30,1005.3,13.4,7,1,6,2260.68,0,1005.4,1009,1009,49.75,0,92.86,0.7,5.8,0.3,1.1,14.5,5,0.33
4/27/2022 21:40,1005.3,13.3,7,1,6,2260.68,0,1005.4,1009,1009,49.75,0,92.82,0.3,5.6,0,0.8,14.43,5,0.56
4/27/2022 21:50,1005.3,13.2,7,1,7,2260.68,0,1005.4,1009,1009,49.75,0,92.96,0.4,5.5,0.3,0.8,14.37,5,0
4/27/2022 22:00,1005.3,13.6,9,4,22,2260.68,0,1005.4,1009,1009,49.75,0,93.24,0,5.5,0,0,14.72,21,0
4/27/2022 22:10,1005.3,13.3,24,1,24,2260.68,0,1005.4,1009,1009,49.75,0,93.25,0,5.5,0,0,14.37,23,0
4/27/2022 22:20,1005.7,13.2,15,8,5,2260.68,0,1005.8,1009.4,1009.4,49.75,0,93.25,0,5.5,0,0,14.3,363,0
4/27/2022 22:30,1005.7,13.2,6,0,5,2260.68,0,1005.8,1009.4,1009.4,49.75,0,93.15,0,5.5,0,0,14.27,363,0
4/27/2022 22:40,1005.5,13.1,7,3,8,2260.68,0,1005.6,1009.2,1009.2,49.75,0,93.24,0,5.3,0,0,14.2,7,0
4/27/2022 22:50,1005.5,13.2,7,2,2,2260.68,0,1005.6,1009.2,1009.2,49.75,0,93.44,0.4,5.3,0,0.8,14.24,1,0.56
4/27/2022 23:00,1005.5,13.2,9,5,17,2260.68,0,1005.6,1009.2,1009.2,49.75,0,93.57,0.8,5.3,0.3,1.2,14.27,17,0.78
4/27/2022 23:10,1005.5,13.3,18,5,27,2260.68,0,1005.6,1009.2,1009.2,49.75,0,93.64,0.8,5.3,0.3,1.2,14.34,28,0.89
4/27/2022 23:20,1005.6,13.7,32,7,46,2260.68,0,1005.7,1009.3,1009.3,49.75,0,93.81,0.8,5,0.4,1.8,14.68,45,1.55
4/27/2022 23:30,1005.8,13.5,29,19,33,2260.68,0,1005.9,1009.5,1009.5,50,0.25,93.62,1,5.3,0.3,2,14.54,1,0.78
4/27/2022 23:40,1006,13.9,6,9,359,2260.68,0,1006.1,1009.7,1009.7,50,0,93.79,1.4,5,0.4,3,14.91,365,1.44
4/27/2022 23:50,1006.3,13.6,348,16,8,2260.68,0,1006.4,1010,1010,50,0,93.64,1.9,5,0.6,3.7,14.63,342,1.22
4/28/2022 0:00,1006,13.2,355,11,350,2260.68,0,1006.1,1009.7,1009.7,50.75,0.75,93.34,1,5.3,0.4,2.3,14.28,1,1
4/28/2022 0:10,1006.3,12.8,5,3,8,2260.68,0,1006.4,1010,1010,50.75,0,93.21,0.9,5,0.4,1.7,13.91,358,0.56
4/28/2022 0:20,1006.3,12.6,7,4,11,2260.68,0,1006.4,1010,1010,50.75,0,93.31,0,5,0,0.7,13.71,6,0
4/28/2022 0:30,1006.3,12.8,7,3,10,2260.67,-0.01,1006.4,1010,1010,50.75,0,93.75,0,5,0,0,13.8,8,0
4/28/2022 0:40,1006.4,12.6,15,8,5,2260.67,0,1006.5,1010.1,1010.1,50.75,0,93.57,0.6,5,0,1.1,13.66,24,0.67
4/28/2022 0:50,1006.4,12.6,20,5,22,2260.67,0,1006.5,1010.1,1010.1,50.75,0,93.69,0.8,5,0,1.1,13.64,17,0.67
4/28/2022 1:00,1006.5,12.7,11,7,9,2260.67,0,1006.6,1010.2,1010.2,50.75,0,93.76,1,4.9,0.4,1.6,13.65,24,0.78
4/28/2022 1:10,1006.5,12.8,24,12,34,2260.67,0,1006.6,1010.2,1010.2,50.75,0,94.01,1.2,4.9,0.4,2.2,13.71,63,2
4/28/2022 1:20,1006.5,12.7,39,13,53,2260.67,0,1006.6,1010.2,1010.2,50.75,0,93.96,1.3,4.9,0.4,2.2,13.65,21,1.78
4/28/2022 1:30,1006.5,12.8,18,8,9,2260.67,0,1006.6,1010.2,1010.2,50.75,0,94.09,1.1,4.7,0.3,1.8,13.75,8,1.44
4/28/2022 1:40,1006.4,12.6,23,10,24,2260.67,0,1006.5,1010.1,1010.1,50.75,0,93.99,1.4,4.7,0.4,2.7,13.52,40,2.44
4/28/2022 1:50,1006.5,13,26,10,3,2260.67,0,1006.6,1010.2,1010.2,50.75,0,94.45,1.1,4.7,0.4,2.4,13.85,39,1.33
4/28/2022 2:00,1006.5,12.7,40,11,45,2260.67,0,1006.6,1010.2,1010.2,50.75,0,93.99,1.1,4.7,0.4,2.1,13.68,20,1.55
4/28/2022 2:10,1006.5,13.1,55,26,67,2260.67,0,1006.6,1010.2,1010.2,50.75,0,94.39,0.9,4.7,0.4,1.9,14.03,41,0.67
4/28/2022 2:20,1006.4,12.7,30,12,30,2260.67,0,1006.5,1010.1,1010.1,50.75,0,94.14,1,4.6,0.3,1.9,13.63,44,1.78
4/28/2022 2:30,1006.4,13.1,41,11,32,2260.67,0,1006.5,1010.1,1010.1,50.75,0,94.71,1.6,4.7,0.3,2.2,13.9,48,0.89
4/28/2022 2:40,1006.4,13,43,13,40,2260.67,0,1006.5,1010.1,1010.1,50.75,0,94.37,1.3,4.7,0.3,2,13.88,21,1.55
4/28/2022 2:50,1006.4,13,30,11,30,2260.67,0,1006.5,1010.1,1010.1,50.75,0,94.64,1.3,4.7,0.3,2.4,13.81,23,1.78
4/28/2022 3:00,1006.5,12.7,30,12,31,2260.67,0,1006.6,1010.2,1010.2,50.75,0,94.51,1.2,4.7,0.4,2.4,13.52,23,0.89
4/28/2022 3:10,1006.5,12.7,27,10,20,2260.67,0,1006.6,1010.2,1010.2,50.75,0,94.64,1.1,4.7,0.3,1.8,13.52,36,0.67
4/28/2022 3:20,1006.4,12.8,37,13,38,2260.67,0,1006.5,1010.1,1010.1,50.75,0,94.46,1.2,4.7,0.3,2.2,13.71,26,1.89
4/28/2022 3:30,1006.4,12.9,18,13,14,2260.67,0,1006.5,1010.1,1010.1,50.75,0,94.84,1.6,4.7,0.9,4.1,13.68,8,4
4/28/2022 3:40,1006.3,12.8,3,17,334,2260.67,0,1006.4,1010,1010,51,0.25,95.11,1.7,4.7,0.7,4.1,13.58,38,1.78
4/28/2022 3:50,1006.1,12.7,22,10,21,2260.67,0,1006.2,1009.8,1009.8,51,0,94.78,2,4.9,0.4,3.2,13.55,26,0.89
4/28/2022 4:00,1006.2,12.7,23,12,39,2260.67,0,1006.3,1009.9,1009.9,51,0,94.7,1.4,4.9,0.8,3.6,13.52,25,1.11
4/28/2022 4:10,1006.2,12.8,15,14,8,2260.67,0,1006.3,1009.9,1009.9,51,0,94.75,1.1,4.9,0,2,13.59,15,0.89
4/28/2022 4:20,1006.1,12.6,13,8,34,2260.67,0,1006.2,1009.8,1009.8,51,0,94.84,0.7,4.9,0.4,1.8,13.42,18,0.78
4/28/2022 4:30,1006.2,12.8,19,13,26,2260.67,0,1006.3,1009.9,1009.9,51,0,95.1,1.3,4.9,0.4,2.4,13.53,25,1.89
4/28/2022 4:40,1006.3,12.6,26,12,27,2260.67,0,1006.4,1010,1010,51,0,94.77,1.6,4.9,0.6,2.4,13.42,44,1.67
4/28/2022 4:50,1006.4,12.3,26,7,38,2260.67,0,1006.5,1010.1,1010.1,51,0,94.74,1.1,4.9,0.3,2,13.09,29,1
4/28/2022 5:00,1006.4,12.4,24,10,16,2260.67,0,1006.5,1010.1,1010.1,51,0,95.06,1.6,4.9,0.3,2.6,13.2,33,1.67
4/28/2022 5:10,1006.4,12.5,25,12,27,2260.67,0,1006.5,1010.1,1010.1,51,0,95.03,1.1,4.9,0.4,2,13.25,31,1.67
4/28/2022 5:20,1006.5,12.6,25,10,29,2260.67,0,1006.6,1010.2,1010.2,51,0,95.18,1.2,5,0.4,2.1,13.37,19,1.11
4/28/2022 5:30,1006.7,12.1,28,4,31,2260.67,0,1006.8,1010.4,1010.4,51,0,94.93,0.9,4.9,0,1.8,12.87,24,0.44
4/28/2022 5:40,1006.7,12,37,5,38,2260.66,-0.01,1006.8,1010.4,1010.4,51,0,94.93,0.2,4.9,0,1,12.8,38,0
4/28/2022 5:50,1006.7,11.9,41,1,40,2260.65,-0.01,1006.8,1010.4,1010.4,51,0,95.13,0.3,4.9,0,0.8,12.71,38,0
4/28/2022 6:00,1006.8,11.7,56,9,59,2260.64,-0.01,1006.9,1010.5,1010.5,51,0,95.06,0.3,4.9,0.4,1.1,12.44,66,0.67
4/28/2022 6:10,1006.8,12,67,4,36,2260.63,-0.01,1006.9,1010.5,1010.5,51,0,95.34,0.6,4.9,0,1.3,12.76,35,1.33
4/28/2022 6:20,1006.9,11.7,39,3,34,2260.62,-0.01,1007,1010.6,1010.6,51.25,0.25,94.99,0.2,5,0.3,1.1,12.44,42,0
4/28/2022 6:30,1006.9,11.6,28,6,26,2260.61,-0.01,1007,1010.6,1010.6,51.25,0,95.12,0.4,4.9,0.3,1,12.31,25,0.56
4/28/2022 6:40,1007,11.7,32,10,67,2260.6,-0.01,1007.1,1010.7,1010.7,51.25,0,95.38,0.2,5,0,0.8,12.38,66,0.78
4/28/2022 6:50,1007.1,11.8,72,3,78,2260.59,-0.01,1007.2,1010.8,1010.8,51.25,0,95.55,0.8,4.9,0,1,12.54,76,0.89
4/28/2022 7:00,1007.2,11.7,71,9,80,2260.58,-0.01,1007.3,1010.9,1010.9,51.25,0,95.35,0.7,5,0.3,1.2,12.38,56,0
4/28/2022 7:10,1007.2,12.1,78,6,79,2260.57,-0.01,1007.3,1010.9,1010.9,51.25,0,95.68,0.8,5,0.3,1.1,12.8,81,0.78
4/28/2022 7:20,1007.2,12.8,69,13,45,2260.56,-0.01,1007.3,1010.9,1010.9,51.25,0,95.88,0.7,5,0.3,1.1,13.45,75,1
4/28/2022 7:30,1007.4,12.6,39,25,58,2260.56,0,1007.5,1011.1,1011.1,51.5,0.25,94.92,0.8,5,0.4,1.6,13.43,65,1.22
4/28/2022 7:40,1007.4,13,71,39,61,2260.55,-0.01,1007.5,1011.1,1011.1,51.5,0,95.62,0.8,5.3,0.3,1.4,13.69,56,0.44
4/28/2022 7:50,1007.5,13.5,63,2,62,2260.54,-0.01,1007.6,1011.2,1011.2,51.5,0,95.98,0.3,5.3,0.3,0.7,14.11,59,0
4/28/2022 8:00,1007.9,13.1,34,15,24,2260.54,0,1008,1011.6,1011.6,51.75,0.25,95.14,0.8,5.3,0.6,2.1,13.87,26,1.89
4/28/2022 8:10,1007.9,13.4,57,22,29,2260.54,0,1008,1011.6,1011.6,51.75,0,95.56,1.2,5.6,0.4,2.1,14.05,64,1.44
4/28/2022 8:20,1008.2,13.6,70,9,70,2260.53,-0.01,1008.3,1011.9,1011.9,51.75,0,95.67,0.4,5.6,0.4,1.4,14.33,78,0.33
4/28/2022 8:30,1008.6,14,84,66,262,2260.53,0,1008.7,1012.3,1012.3,52.25,0.5,95.53,0.9,8.4,1.2,5.4,14.67,244,2.44
4/28/2022 8:40,1008.7,14.4,281,24,298,2260.53,0,1008.8,1012.4,1012.4,52.75,0.5,95.37,3.6,8.4,1.3,7.2,15.11,297,1.55
4/28/2022 8:50,1008.6,14.1,294,30,317,2260.53,0,1008.7,1012.3,1012.3,52.75,0,95.31,2.9,8.5,1,5.3,14.86,320,1.78
4/28/2022 9:00,1008.8,15,313,22,343,2260.53,0,1008.9,1012.5,1012.5,52.75,0,95.78,2.2,8.5,0.9,4.7,15.71,302,1.55
